1195059; Denis; 2020-09-18; v1.2
e4504d3; Denis; 2020-09-18; v1.2 18/09
7bf2e84; Denis; 2020-09-17; v1.1.1 17/09
3320c79; Denis; 2020-09-17; Update README.md
b7e67b0; Denis; 2020-09-17; Update README.md
e6cfb16; Denis; 2020-09-17; Update README.md
64759e7; Denis; 2020-09-17; GUI LabView
be32c92; Denis; 2020-09-17; Update README.md
df47b2c; Denis; 2020-09-17; Update GUI_LabView.png
a85f6bf; Denis; 2020-09-17; v1.1.1 17/09
b7c3146; Denis; 2020-09-17; SPARC4 General User Interface
271d71d; Denis; 2020-09-17; v1.1.1 17/09
c5fabde; Denis; 2020-09-16; v1.1 16/09
cb7a756; Denis; 2020-09-15; v1.0 15/09
25d0f3d; Denis; 2020-09-15; Teste da função Pull
b247613; Denis; 2020-09-15; Biblioteca GetData16 editada
4bbe6d8; Denis; 2020-09-15; Update Treat Command.vi
24f1091; Denis; 2020-09-15; Initial commit
